BASE_URI|TITLE|DATE|FORMAT|CONTRIBUTOR|SUBJECT|DESCRIPTION|SOURCE|RIGHTS|FILE_PATH
Metadata/Satellite-Peabody/PC-Black_and_White-Arkin-1956-01-02-03-04.xml|Black and White: a Song that is a Story about Freedom to Go to School Together|1966|Children's books|Arkin, David|School integration--United States; Civil rights; Race relations|Musician David Arkin wrote the song "Black & White" in response to the Supreme Court's ruling in the Brown vs. Board of Education case.  Ten years later, Arkin published a children's book combining his original lyrics with powerful illustrations to depict the effect this ruling had on American society.|Southern Civilization Collection, PZ8.3 .A59 Bl|©1956 David Arkin Words & Music; ©1966 David Arkin IllustrationsCopyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/PC-Black_and_White-Arkin-1956-01-A.jpg; PATH TO IMAGES/PC-Black_and_White-Arkin-1956-01-B.jpg; PATH TO IMAGES/PC-Black_and_White-Arkin-1956-02.jpg; PATH TO IMAGES/PC-Black_and_White-Arkin-1956-03-A.jpg; PATH TO IMAGES/PC-Black_and_White-Arkin-1956-03-B.jpg; PATH TO IMAGES/PC-Black_and_White-Arkin-1956-04.jpg
Metadata/Satellite-Peabody/PC-Henry's_Freedom_Box-Levine_Nelson-2007.xml|Henry's Freedom Box|2007|Children's books|Levine, Ellen; Nelson, Kadir; Scholastic Press|Brown, Henry Box, 1815 or 1816---Fiction; Slavery--Fiction; African Americans--Fiction; Underground Railroad--Fiction|The depiction of slavery in children's literature evolved throughout the 20th century. In Henry's Freedom Box, Henry, a southern slave, enlists the help of a White abolitionist, Dr. Smith, to help him reach freedom in the North.|PZ7 .L57833 Hen 2007|©2007 Ellen Levine; ©2007 Kadir Nelson IllustrationsCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/PC-Henry's_Freedom_Box-Levine_Nelson-2007.jpg
Metadata/Satellite-Peabody/PC-Japanese_Tales_and_Legends-McAlpine-1959-01-02.xml|Japanese Tales and Legends|1959|Children's books|McAlpine, Helen; McAlpine, William; Kiddell-Monroe, Joan; Henry Z. Walck|Tales--Japan; Legends--Japan|Joan Kiddell-Monroe's beautiful illustrations accompany a collection of Japanese folktales compiled and translated by Helen and William McAlpine for Oxford University Press. Kiddell-Monroe's illustrations emulate the style and technique of traditional Japanese art.|PZ8.1 .M12 Jap 1959|©1959 Helen and William McAlpineCopyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/PC-Japanese_Tales_and_Legends-McAlpine-1959-01.jpg; PATH TO IMAGES/PC-Japanese_Tales_and_Legends-McAlpine-1959-02.jpg
Metadata/Satellite-Peabody/PC-Marisol_McDonald_Doesn't_Match-Brown-2011.xml|Marisol McDonald Doesn't Match; Marisol McDonald No Combina|2011|Children's books|Brown, Monica, 1969-; Palacios, Sara; Domínguez, Adriana; Children's Book Press|Individuality in children--Fiction; Hispanic Americans--Fiction; Racially mixed people--Fiction|Marisol McDonald is no ordinary girl. She has brown skin, red hair, and is a soccer-playing pirate- princess. As a biracial child with a diverse group of friends, Marisol is truly a modern day American kid.|PZ73 .B68564 2011|©2011 Monica Brown; ©2011 Sara Palacios IllustrationsCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/PC-Marisol_McDonald_Doesn't_Match-Brown-2011.jpg
Metadata/Satellite-Peabody/PC-Mei_Li-Handforth-1938-01-02.xml|Mei Li|1938|Children's books|Handforth, Thomas, 1897-1948; Doubleday, Doran & Company|China--Fiction|Mei Li, honored as one of the first Caldecott winners, tells the story of a young Chinese girl out to prove to her brother that anything he can do, she can do better.  Thomas Handforth's work at the time challenged not only traditional gender roles, but introduced readers to a culture many were previously unfamiliar with.|PZ7 .H192 Me 1938|©1938 Thomas HandforthCopyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/PC-Mei_Li-Handforth-1938-01.jpg; PATH TO IMAGES/PC-Mei_Li-Handforth-1938-02.jpg
Metadata/Satellite-Peabody/PC-Muhammad-Demi-2003-A-B.xml|Muhammad|2003|Children's books|Demi; Margaret K. McElderry Books (Firm)|Muḥammad, Prophet, -632; Muslims--Saudi Arabia--Biography; Prophets; Islam--Customs and practices|Unlike the depiction of Jesus Christ, a figure portrayed frequently in children's literature, this is the first time the Prophet Muhammad has been depicted in a children's book.  Respecting the Islamic tradition of never portraying the prophet with a body and face, Demi shares the story of Muhammad in a manner that is both informative and respectful.|BP75 .D37 2003|©2003 DemiCopyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/PC-Muhammad-Demi-2003-A.jpg; PATH TO IMAGES/PC-Muhammad-Demi-2003-B.jpg
Metadata/Satellite-Peabody/PC-Our_Rice_Village_in_Cambodia-Tooze-1963.xml|Our Rice Village in Cambodia|1963|Children's books|Tooze, Ruth; Keats, Ezra Jack; Viking Press|Cambodia--Social life and customs|A pioneer in depicting multiculturalism in children's literature, Ezra Jack Keats provided the illustrations to this story about the everyday life of a young boy and his family in Cambodia.  This book was released shortly after Keats' groundbreaking, Caldecott Award winning book, The Snowy Day.  The publication of this book coincides with the U.S. military's involvement in Southeast Asia.|PZ9 .T557 Ou|©1963 Ruth Tooze and Ezra Jack KeatsCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/PC-Our_Rice_Village_in_Cambodia-Tooze-1963.jpg
Metadata/Satellite-Peabody/PC-Pedro_El_Angel_de_la_Calle_Olvera-1961.xml|Pedro, the Angel of Olvera Street|1946|Children's books|Politi, Leo, 1908-1996|Christmas stories; Mexicans--United States--Fiction|Inspired by the residents of downtown Los Angeles, Leo Politi created the character of Pedro, the Angel of Olvera Street.  Politi's book portrays the Mexican American culture which influenced his own development as an artist.|PZ7 .P753 Pe 1946|©1961 Leo PolitiCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/PC-Pedro_El_Angel_de_la_Calle_Olvera-1961.jpg
Metadata/Satellite-Peabody/PC-The_Adventures_of_Huckleberry_Finn-1933-01-02-03-04.xml|The Adventures of Huckleberry Finn|1933|Children's books|Twain, Mark, 1835-1910; Kemble, E. W. (Edward Windsor), 1861-1933; Limited Editions Club|Finn, Huckleberry (Fictitious character)--Fiction; Boys--Missouri--Fiction; Boys--Travel--Mississippi River--Fiction; Fugitive slaves--Missouri--Fiction|One of the most revered and controversial novels in American literature, The Adventures of Huckleberry Finn tells the exploits of young Huck Finn and his companion Jim. Most of the controversy related to the novel revolves around the issue of race.  As depicted in E.W. Kemble's drawings from this 1904 version of the novel, Jim is portrayed in a foolish manner, reminiscent of a minstrel show character.|Sevier Collection, PS1305 .A1 1933|©1933Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/PC-The_Adventures_of_Huckleberry_Finn-1933-01.jpg; PATH TO IMAGES/PC-The_Adventures_of_Huckleberry_Finn-1933-02.jpg; PATH TO IMAGES/PC-The_Adventures_of_Huckleberry_Finn-1933-03.jpg; PATH TO IMAGES/PC-The_Adventures_of_Huckleberry_Finn-1933-04.jpg
Metadata/Satellite-Peabody/PC-The_Olde_Irishe_Rimes_of_Brian_O'Linn-01-02.xml|The Olde Irishe Rimes of Brian O'Linn|1901|Children's books; Nursery rhymes|Praeger, S. Rosamond (Sophia Rosamond), 1867-1954; Macmillan & Co.|NULL|Irish culture is synonymous with folksongs and storytelling. The story of Brian O'Linn is an example of how the Irish preserved their culture through oral dissemination.  S. Rosamond Praeger provides a  literary interpretation of this famous story, continuing its preservation for future generations.|GR153.5 .P734 1904|Precedes copyright act of 1923, as it was published in 1901. Now exists in public domain.Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/PC-The_Olde_Irishe_Rimes_of_Brian_O'Linn-01.jpg; PATH TO IMAGES/PC-The_Olde_Irishe_Rimes_of_Brian_O'Linn-02.jpg
Metadata/Satellite-Peabody/PC-The_Tar_Baby-Harris-1904-01-02.xml|The Tar-Baby, and Other Rhymes of Uncle Remus|1904|Children's books|Harris, Joel Chandler, 1848-1908; Kemble, E. W. (Edward Windsor), 1861-1933; Frost, A. B. (Arthur Burdett), 1851-1928; D. Appleton and Company|Animals--Juvenile poetry; Conduct of life--Juvenile poetry; African Americans--Juvenile poetry; Plantation life--Juvenile poetry|Although considered two of the most iconic figures in American literature, Tar Baby and Uncle Remus are also two of the most controversial.  These characters originate in African American folklore, documented by Joel Chandler Harris in the post-Civil War Era.  While controversial, these stories are a vital part of early American culture.|Southern Civilization Collection, PS1807 .T3 1904|©1904  D. Appleton & Co.Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/PC-The_Tar_Baby-Harris-1904-01.jpg; PATH TO IMAGES/PC-The_Tar_Baby-Harris-1904-02.jpg
