BASE_URI	TITLE	DATE	FORMAT	CONTRIBUTOR	SUBJECT	DESCRIPTION	SOURCE	RIGHTS	FILE_PATH	FILE_NAME	TAGS
Metadata/Treasure-Room/Incunabula/Leaf-M-13-AB.xml	[Manuscript Latin Bible, Leaf 13]	1290	Incunabula|Bibles	Catholic Church		This leaf from a Bible made in Paris in the mid 13th century has the end of the Prologue to the Old Testament Book of Isaiah and the beginning of the Book of Isaiah itself. The initial V for the opening words of the book, “Visio Isaiae” (“The vision of Isaiah. . .”), introduces the prophet’s long and impassioned rebuke to the people of Israel for their sins. The small scene inside the initial V, however, shows his martyrdom. He kneels, eyes closed, leaning in resignation against a column as his tormentor saws through his skull. This horrific event is not told in the Book of Isaiah, and is only obliquely referred to in the New Testament. It worked its way from legendary stories of the prophets into the scholarship of the University of Paris, and was taken up by Parisian illuminators in the 13th century, who had to provide thousands of uniform textbooks, chiefly The Bible, to the university community. Because students came from throughout Europe to study theology there, the books they bought in Paris and brought to their lectures and annotated in microscopic, abbreviated script (still visible in the margins of this leaf) had an enormous impact on the design of Bibles. The typical Parisian student Bible is a small, almost pocket-sized book written in two columns, in a minute script on very thin vellum, so that the entire text fits in one volume. These books include not just the Bible text itself, but a number of aids to make the volume easier for students to use and more appealing visually. As we see on this leaf, there is a brief biographical introduction added as a prologue to help the student understand the author of each book of the Bible, a small picture inside the initial to characterize the author, and wedge-shaped guides written in red ink (rubrics) to indicate the start and end of each section.  Features like the larger initials that signal the start of a section and running headers to help students find a particular book (this leaf has “Y-” for the beginning of the prophet’s name and the facing leaf would have supplied the “-SIAS”), were so useful that they are still used in modern book design.  This leaf is small, but it represents one of the most important developments in the history of the Bible as a book.	MSS0640, Sam Fleming Illuminated Medieval Manuscript and Early Printing Collection, Box 1, Folder 13	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/Leaf-M-13-AB.jpg	Leaf-M-13-AB.jpg	Treasure Room|Incunabula|2015 Exhibits
Metadata/Treasure-Room/Incunabula/RFB-Friar_Jerome-1917-018-AB.xml	Friar Jerome's Beautiful Book	1881	Fine press books	Aldrich, Thomas Bailey, 1836-1907|Sangorski, Alberto, 1862-1932		Alberto Sangorski was older brother to Francis Sangorski, one of the founding members of the noted bookbinding firm, Sangorski & Sutcliffe. Alberto was especially accomplished in calligraphy and illumination and he often worked with his brother in the bookbinding firm. This one of a kind book is a beautiful example of Alberto’s work, taking Thomas Bailey Aldrich’s 1881 poem, “Friar Jerome’s Beautiful Book: A.D. 1200” and illustrating it richly using gold to highlight the text and images.	Nettie Hale Rand Collection of Fine Bindings and Printing, PS1024 .F7 1917	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/RFB-Friar_Jerome-1917-001.jpg|http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/RFB-Friar_Jerome-1917-018-AB.jpg	RFB-Friar_Jerome-1917-001.jpg|RFB-Friar_Jerome-1917-018-AB.jpg	Treasure Room|Incunabula|2015 Exhibits
Metadata/Treasure-Room/Incunabula/RFB-Friendship-1901z-000.xml	Friendship: An Essay	1901	Books|Fine press books	Emerson, Ralph Waldo, 1803-1882|Sangorski & Sutcliffe	Friendship	Sangorski & Sutcliffe is a prestigious bookbinding firm established by Francis Sangorski (1875-1912) and George Sutcliffe (1878-1943) in London in 1901. Considered to be one of the most important bookbinding companies of the 20th century, they are particularly famous for their jeweled bindings that often used real gold and precious stones in their book covers. This poem by Ralph Waldo Emerson has been turned into an elaborately illuminated manuscript, written on parchment in black and red ink.	Nettie Hale Rand Collection of Fine Bindings and Printing, BJ1533 .F8 E5 1901z	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/RFB-Friendship-1901z-000.jpg	RFB-Friendship-1901z-000.jpg	Treasure Room|Incunabula|2015 Exhibits
Metadata/Treasure-Room/Manuscripts/Chills_and_Fever-John_C_Ransom-1924.xml	Chills and Fever: Poems	1924	Books	Ransom, John Crowe, 1888-1974|Alfred A. Knopf, Inc.		John Crowe Ransom (1888-1974) was a founding member of the Fugitives, a southern literary group of sixteen writers that was started at Vanderbilt University. He is considered to be a founder of the New Criticism school. In 1924, Chills and Fever was received warmly and established Ransom as a leading figure in American literature. Ransom continued to tinker with his poems long after their publication as can be seen in this much altered poem “Amphibious Crocodile.”	Jesse E. Wills Fugitive and Agrarian Collection, PS3535. A635 C5 1924	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/Chills_and_Fever-John_C_Ransom-1924.jpg	Chills_and_Fever-John_C_Ransom-1924.jpg	Treasure Room|Manuscripts|2015 Exhibits
Metadata/Treasure-Room/Manuscripts/MS0008-SC-Recetario_de_los_Indios-AB.xml	[Maya Medical Manuscripts Transcribed in the Nineteenth Century]|Cuaderno de Teabo|Recetario de los Indios|Copia de un cuaderno que se haya en poder	1800	Books	Pérez, Juan Pío, 1798-1859|Carrillo y Ancona, Crescencio, 1837-1897	Mayas--Medicine|Indians of Mexico--Medicine	This early manuscript serves as a manual for the treatment of a wide variety of ailments. Here, for example is a remedy for an earache (dolor de oído). The suggested mixtures often involve the use of herbs and body parts of a remarkable selection of creatures. Cures are provided in Mayan and Spanish.	MSS0008, Maya Medical Manuscripts	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0008-SC-Recetario_de_los_Indios-AB.jpg	MS0008-SC-Recetario_de_los_Indios-AB.jpg	Treasure Room|Manuscripts|2015 Exhibits
Metadata/Treasure-Room/Manuscripts/MS0813-SC-James_Lawson-letter-July 16_1951-00.xml	[Letter to Carolyn Hamilton]	1951-07-16	Letters (correspondence)	Lawson, James M., 1928-	Conscientious objectors|Nonviolence|Gandhi, Mahatma, 1869-1948--Political and social views	James M. Lawson, Jr. (1928- ) is a Methodist minister, activist and academic. During the escalation of the Korean Conflict, he declared himself a conscientious objector and refused to report for the draft in 1951. He served fourteen months in prison after refusing to take either a student or ministerial deferment. After his sentence was completed he left for India to study the principles of nonviolent resistance developed by Mohandas Gandhi.	MSS0813, Carol Hamilton Scott/James M. Lawson Collection, Box 1, Folder-7-1951	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0813-SC-James_Lawson-letter-July 16_1951-00.jpg	MS0813-SC-James_Lawson-letter-July 16_1951-00.jpg	Treasure Room|Manuscripts|2015 Exhibits
Metadata/Treasure-Room/Manuscripts/MS0838-SC-Mosquera-July_14_1865.xml	[Passport Created for Tomás Cipriano De Mosquera]|Estados Unidos de Colombia	1865-07-14	Passports	Mosquera, T. C. de (Tomás Cipriano), 1798-1878	Passports--Specimens	A passport created for Tomas Cipriano de Mosquera.	MSS0838, Tomás Cipriano De Mosquera Papers, Box 1	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0838-SC-Mosquera-July_14_1865.jpg	MS0838-SC-Mosquera-July_14_1865.jpg	Treasure Room|Manuscripts|2015 Exhibits
Metadata/Treasure-Room/Manuscripts/MS0838-SC-Mosquera-Oct_7_1863-00.xml	Alis Colombianos Conciudadanos	1863-10-07	Proclamations	Mosquera, T. C. de (Tomás Cipriano), 1798-1878		In this arguably disingenuous letter addressed to the citizenry of Colombia, Tomás Cipriano de Mosquera (1798-1878) disclaims any interest in serving as president for an additional term, and praises the qualities of another prominent figure. Despite this, Mosquera is re-elected to the presidency of Colombia and served in that position for a total of four terms.	MSS0838, Tomás Cipriano de Mosquera Papers, Box 1	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0838-SC-Mosquera-Oct_7_1863-00.jpg	MS0838-SC-Mosquera-Oct_7_1863-00.jpg	Treasure Room|Manuscripts|2015 Exhibits
Metadata/Treasure-Room/politicsjournalism/Cassette-Eddie_Arnold-CRW-3072.xml	[Realistic CTR-72 Cassette Recorder]	1988	Tape recorders	Radio Shack	Hurst, Jack	Jack Hurst was the first full-time music writer for The Tennessean, the first Nashville contributing editor for Country Music Magazine and originated the country music beats at the Philadelphia Inquirer and the Chicago Tribune. In 1981, the Maryville, Tennessee, native was the first recipient of the Country Music Association media achievement award. Hurst used recorders such as this one to record the interviews he conducted with musicians, often referring to them later for exact quotes from the artists.	MSS0360, Jack Hurst Collection, Memorabilia	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/Cassette-Eddie_Arnold-CRW-3072.jpg	Cassette-Eddie_Arnold-CRW-3072.jpg	Treasure Room|Politicsjournalism|2015 Exhibits
Metadata/Treasure-Room/politicsjournalism/Cassette-Eddie_Arnold-CRW-3075.xml	[Jack Hurst's Tape Recorder]	1992	Tape recorders	Sony Corporation of America	Hurst, Jack	In 2012, Jack Hurst donated his interviews with celebrities and industry leaders from the 1970s and 1980s to Vanderbilt Unviersity's Special Collections. These are a rich treasure trove of insider information from the people who made country music. Among the hundreds of recordings are interviews with legends Johnny Cash, Waylon Jennings, Dolly Parton and Garth Brooks.	MSS0630, Jack Hurst Collection, Memorabilia	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/Cassette-Eddie_Arnold-CRW-3075.jpg	Cassette-Eddie_Arnold-CRW-3075.jpg	Treasure Room|Politicsjournalism|2015 Exhibits
Metadata/Treasure-Room/politicsjournalism/Cassette-Eddie_Arnold-CRW-3076.xml	[Interview of Eddy Arnold By Jack Hurst]	1977-03-16	Audiocassettes	Hurst, Jack|Arnold, Eddy, 1918-2008	Arnold, Eddy, 1918-2008	Jack Hurst interviewed country music star Eddy Arnold (1918-2008) in 1977. Arnold is known as the progenitor of what is called “The Nashville Sound” in country music. This tape is one of the hundreds of audio cassettes that comprise the Jack Hurst Collection. These tapes tap into the heart of country music and reveal the stories, fears, aspirations and successes of many of the greatest musicians country music has produced.	MSS0360, Jack Hurst Collection	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/Cassette-Eddie_Arnold-CRW-3076.jpg	Cassette-Eddie_Arnold-CRW-3076.jpg	Treasure Room|Politicsjournalism|2015 Exhibits
Metadata/Treasure-Room/politicsjournalism/Generations-John_Egerton-1983.xml	Generations: An American Family	1983	Books	Egerton, John|University Press of Kentucky	United States--Social life and customs|United States--Social conditions|Families--United States	John Egerton (1935-2013) was an author and journalist known for his insightful writings on the Civil Rights Movement and southern culture. Generations: An American Family, written after extensive interviews with members of the Ledford family of Kentucky, details the history of the family. This ambitious chronicle follows the family for over two centuries through stories  of their lives in Garrard and Harlan counties.  In 2003, Egerton updated the book for the 20th anniversary edition.	Southern Civilization Collection, CT274 .L43 E38 1983	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/Generations-John_Egerton-1983.jpg	Generations-John_Egerton-1983.jpg	Treasure Room|Politicsjournalism|2015 Exhibits
Metadata/Treasure-Room/politicsjournalism/LA-Early_Swearing_In-BW001.xml	[Lamar Alexander Taking Oath of Office at Early Swearing In]	1979-01-17	Black-and-white photographs	Tennessean	Alexander, Lamar, 1940---Portraits	Corruption at the highest level of state office forced Governor-elect Lamar Alexander to make a difficult decision—to take office early and risk the appearance of a coup, leading to four years of struggle with a democratic house. If he did not act, Governor Blanton might have released more murderers and convicts. The country was still reeling from the Watergate scandal, and President Ford’s pardon of Richard Nixon in September 1974 was still fresh in the minds of Americans. The nation watched closely as Alexander assumed command of the state over a tense four-day period and Tennessee progressed from crisis to celebration.	MSS0734, Alexander Papers, Photographs series	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/LA-Early_Swearing_In-BW001.jpg	LA-Early_Swearing_In-BW001.jpg	Treasure Room|Politicsjournalism|2015 Exhibits
Metadata/Treasure-Room/politicsjournalism/MS0412-SC-Kennedy_Relics-1954-1967.xml	[Letter, First Day Cover and Piece of Catafalque]	1954	Memorabilia	Kennedy, John F. (John Fitzgerald), 1917-1963	Kennedy, John F. (John Fitzgerald), 1917-1963	John Fitzgerald Kennedy (1917-1963) was a congressman from Massachusetts and the thirty-fifth President of the United States. He was assassinated during a November 22, 1963, visit to Dallas, Texas. The 1954 letter from then Senator Kennedy, the 1967 First Day Cover (FDC) and a piece of the catafalque from his coffin are grouped together as relics of Kennedy and his tragic death. A catafalque is the raised platform and fabric covering that is used to hold the coffin during a memorial service. The FDC has Cardinal Richard Cushing’s signature and some sand from President Kennedy’s grave.	MSS0412, James G. Stahlman Historical Autograph Collection	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0412-SC-Kennedy_Relics-1954-1967.jpg	MS0412-SC-Kennedy_Relics-1954-1967.jpg	Treasure Room|Politicsjournalism|2015 Exhibits
